test_name,cache_mode,bench_name,seed,result,cycles,instr_accept,instr_rsp,data_load_accept,data_store_accept,data_load_rsp,icache_read_req,icache_read_rsp,dcache_read_req,dcache_read_rsp,dcache_write_addr,dcache_write_data,dcache_write_rsp,observed_mem_read_total,dut_instr_count,dut_load_count,dut_store_count,dut_mem_read_count,dut_mem_write_count,scoreboard_errors,scoreboard_warnings
uvm_p5_perf_collector_test,NO_CACHE,uvm_p6_perf,1,PASS,1082257,28942,28942,8260,4130,8260,28943,28943,8260,8260,4130,4130,4129,37203,28943,8260,4130,37203,4130,0,2
