phase,selected_group,run_kind,selected_count,pass_count,fail_count,deferred_count,blocked_count,not_run_count,group_status,summary_csv,matrix_csv
6,D,full,3,3,0,0,0,26,PASS,/media/sf_SOURCE_ENV/cv32_full_l1_cache/cv32e40p-master/rtl/l1_cache/logs/uvm_p6_perf_p26_seed_5_p6_summary.csv,/media/sf_SOURCE_ENV/cv32_full_l1_cache/cv32e40p-master/rtl/l1_cache/logs/uvm_p6_perf_p26_seed_5_p6_matrix.csv
