test_name,bench_name,cache_mode,seed,max_cycles,warmup_cycles,measurement_start_cycle,measurement_end_cycle,measured_cycles,pass,timeout,scoreboard_errors,scoreboard_warnings,instr_count,load_count,store_count,mem_read_count,mem_write_count,icache_miss_count,icache_refill_count,dcache_miss_count,read_miss_count,write_miss_count,instr_accept_count,instr_rsp_count,load_accept_count,load_rsp_count,store_accept_count,icache_read_req_count,icache_read_rsp_count,dcache_read_req_count,dcache_read_rsp_count,dcache_write_addr_count,dcache_write_data_count,dcache_write_rsp_count,ifetch_latency_count,ifetch_latency_min,ifetch_latency_avg,ifetch_latency_max,load_latency_count,load_latency_min,load_latency_avg,load_latency_max,mem_read_latency_count,mem_read_latency_min,mem_read_latency_avg,mem_read_latency_max,mem_write_latency_count,mem_write_latency_min,mem_write_latency_avg,mem_write_latency_max,instr_per_cycle,load_per_cycle,store_per_cycle,mem_read_per_kinstr,mem_write_per_kinstr,memory_traffic_per_instruction,icache_miss_rate,dcache_miss_rate,refill_per_miss,writeback_per_store,notes
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,0,200000,0,4,3425,3421,PASS,0,0,1,162,56,16,56,5,41,41,17,15,2,161,161,56,56,16,41,41,15,15,5,5,5,161,1,12.683230,116,56,3,23.071429,179,56,42,42.000000,42,5,82,82.000000,82,0.047355,0.016369,0.004677,345.679012,30.864198,0.376543,0.253086,0.236111,1.000000,0.312500,hit_miss_classification=event_correlated_best_effort;store_latency=store_accept_to_dirty_update_when_observed;store_miss_latency=write_miss_event_to_refill_last_rsp_when_dirty_update_absent;dirty_vbuf_latency=vbuf_writeback_start_to_done_when_observed;b2b_counters=temporal_gap_best_effort_from_passive_monitors
