test_name,cache_mode,bench_name,seed,cycles,instr_access,loads,stores,mem_reads,mem_writes,ic_miss,ic_refill,dc_miss,read_miss,write_miss,result
uvm_p5_perf_collector_test,DCACHE_ONLY,uvm_p6_perf,1,207258,28943,8260,4130,28981,31,0,0,70,38,32,PASS
