phase,selected_group,run_kind,selected_count,pass_count,fail_count,deferred_count,blocked_count,not_run_count,group_status,summary_csv,matrix_csv
6,C,full,6,6,0,0,0,23,PASS,../../logs/uvm_p6_perf_group_c_b2b_full_p6_summary.csv,../../logs/uvm_p6_perf_group_c_b2b_full_p6_matrix.csv
