test_name,cache_mode,bench_name,seed,cycles,instr_access,loads,stores,mem_reads,mem_writes,ic_miss,ic_refill,dc_miss,read_miss,write_miss,result
uvm_p6_perf_test,FULL_L1,uvm_p6_perf,0,64910,28992,8260,4130,113,32,75,75,70,38,32,PASS
