test_name,bench_name,cache_mode,event_type,source,addr,request_cycle,response_cycle,latency,notes
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,IFETCH_REQ_TO_RSP,core_monitor,80000258,3151,3152,1,class=hit_event_correlated
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,IFETCH_REQ_TO_RSP,core_monitor,8000025c,3153,3154,1,class=hit_event_correlated
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,IFETCH_REQ_TO_RSP,core_monitor,80000260,3155,3198,43,class=miss_event_correlated
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,MEM_READ_REQ_TO_RSP,mem_monitor_icache,80000260,3156,3198,42,icache_read
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,IFETCH_REQ_TO_RSP,core_monitor,80000264,3199,3200,1,class=hit_event_correlated
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,STORE_MISS_TO_REFILL_LAST_RSP,dcache_monitor,00003100,3158,3241,83,store_miss_refill=write_miss_event_to_dcache_read_last
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,MEM_READ_REQ_TO_LAST_RSP,mem_monitor_dcache,00003100,3199,3241,42,dcache_read_last
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,IFETCH_REQ_TO_RSP,core_monitor,80000268,3244,3245,1,class=hit_event_correlated
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,IFETCH_REQ_TO_RSP,core_monitor,8000026c,3246,3247,1,class=hit_event_correlated
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,LOAD_REQ_TO_RSP,core_monitor,00003100,3245,3248,3,class=miss_event_correlated
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,MEM_READ_REQ_TO_RSP,mem_monitor_icache,80000270,3249,3291,42,icache_read
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,IFETCH_REQ_TO_RSP,core_monitor,80000270,3248,3291,43,class=miss_event_correlated
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,IFETCH_REQ_TO_RSP,core_monitor,80000274,3292,3293,1,class=hit_event_correlated
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,MEM_READ_REQ_TO_LAST_RSP,mem_monitor_dcache,00001500,3292,3334,42,dcache_read_last
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,LOAD_REQ_TO_RSP,core_monitor,00001502,3250,3336,86,class=miss_event_correlated
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,IFETCH_REQ_TO_RSP,core_monitor,80000278,3338,3339,1,class=hit_event_correlated
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,LOAD_REQ_TO_RSP,core_monitor,00001504,3337,3340,3,class=hit_event_correlated
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,IFETCH_REQ_TO_RSP,core_monitor,8000027c,3341,3342,1,class=hit_event_correlated
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,IFETCH_REQ_TO_RSP,core_monitor,80000280,3343,3386,43,class=miss_event_correlated
uvm_p5_perf_collector_test,uvm_p5_perf_collector,FULL_L1,MEM_READ_REQ_TO_RSP,mem_monitor_icache,80000280,3344,3386,42,icache_read
