row_index,No,testcase_id,Test Item,Test Name,Category,Description,Test Flow,Pass Condition,Coverage source,UVM test or monitor/counter hit,observed evidence,status,reason
"1","9.10","TC_058","Stress 100k cycles/transactions","stress_100k_cycles_transactions","Stress / Random Tests","Run long stress with 100k cycles or transactions to verify system stability under extended random/cache traffic.","Run randomized I-fetch instruction, load, and store traffic for 100k cycles or transactions.","scoreboard strict_errors=0, UVM_ERROR=0, UVM_FATAL=0, timeout=0, no missing/double response, and final correctness check passes.","cp_stress_event(100k_cycles_transactions), cp_perf_counter_event","Phase 4 directed 100k stress sweep, scoreboard, core/mem/perf monitors","runtime: reset_deassert=1 fetch_enable=1 done=1 pass=1 timeout=0 critical_xz=0 instr_accept=140160 instr_rsp=140160 load_accept=30056 store_accept=20016 load_rsp=30056 ic_rd_req=44 ic_rd_rsp=44 dc_rd_req=16 dc_rd_rsp_last=16 dc_wr_addr=6 dc_wr_data=6 dc_wr_rsp=6 ic_miss_event=44 ic_refill_event=44 dc_read_miss_event=16 dc_write_miss_event=2; perf_if: cycle=303711 instr=140163 ic_miss=44 ic_refill=44 loads=30056 stores=20016 mem_reads=60 mem_writes=6 read_miss=16 write_miss=2 dcache_miss=18; deep_sampler: refill_start=16 refill_done=16 refill_dir_write=16 refill_way=32 plru_update=16 victim_select=151 victim_way=151 victim_invalid=8 victim_clean=16 victim_dirty=131 dirty_set=300715 ctrl_dirty_updt=300715 ctrl_dirty_hit=300577 stall=0 mshr_alloc=16 mshr_dirty=565 mshr_empty=302466 mshr_hit=83 mshr_full=0 vbuf_alloc=6 vbuf_capture_start=6 vbuf_capture_done=12 vbuf_safe=18 vbuf_wb_start=6 vbuf_wb_done=6 vbuf_full=1045 vbuf_busy=1039 vbuf_capture_pending=12 vbuf_fwd_hit=4 vbuf_fwd_req=133 vbuf_fwd_entry_valid=114 vbuf_fwd_nline_match=5 vbuf_fwd_rsp=4 rtab_empty=303471 rtab_full=0 rtab_alloc=6 rtab_alloc_link=0 rtab_commit=6 rtab_rback=109 rtab_check_hit=236 rtab_replay=121 rtab_mshr_hit=0 rtab_mshr_full=0 rtab_vbuf_hit=0 rtab_write_miss=0 rtab_dir_unavail=0 rtab_dir_fetch=0 rtab_wbuf_hit=0 rtab_wbuf_not_ready=0 arb_active=3018 arb_i_d_mix=19 fetch_before_data=7 req_tag=50072 rsp_tag=50071 sid_match=50071 sid_mismatch=0 tid_match=50071 tid_mismatch=0 load_after_store_value_match=12","PASS","PASS requires the Phase 4 stress run to reach at least 100k cycles or 100k observed I/D transactions with no timeout or critical runtime violation."
