test_name,cache_mode,bench_name,seed,cycles,instr_access,loads,stores,mem_reads,mem_writes,ic_miss,ic_refill,dc_miss,read_miss,write_miss,result
uvm_p5_perf_collector_test,FULL_L1,uvm_p6_perf,1,76139,28945,8260,4130,113,31,75,75,70,38,32,PASS
